Z,PCAES,SCG,FS,XB,B,K,T,FH,AWCD
1.12000,1.12000,1.12000,3.22000,1.12000,1.34000,1.42000,1.50000,1.02000,1.12000
1.14000,1.14000,1.14000,1.14000,1.14000,1.42000,1.14000,1.14000,1.02000,1.16000
1.14000,1.02000,1.02000,1.02000,1.04000,1.16000,1.20000,1.20000,1.02000,1.04000
49.98000,1.02000,1.02000,1.02000,49.98000,1.76000,2.06000,2.00000,1.02000,7.72000
49.98000,45.64000,1.02000,1.02000,49.98000,1.72000,1.72000,1.82000,1.02000,1.02000
49.98000,1.14000,1.02000,1.02000,49.98000,1.82000,1.84000,1.90000,1.02000,2.66000
1.02000,1.18000,1.02000,2.42000,1.02000,1.32000,1.32000,1.44000,1.02000,1.02000
8.02000,1.02000,1.02000,1.04000,8.02000,1.78000,1.76000,1.86000,1.02000,1.02000
49.98000,1.02000,1.02000,1.02000,49.98000,1.86000,1.88000,1.92000,1.02000,1.02000
49.98000,45.16000,1.16000,49.98000,49.98000,1.82000,1.82000,1.90000,1.02000,1.18000
49.98000,1.14000,1.02000,49.98000,49.98000,2.22000,2.20000,2.16000,1.02000,1.06000
32.94000,1.12000,1.12000,34.56000,32.94000,1.58000,1.44000,1.56000,1.02000,1.04000
1.02000,1.26000,1.18000,1.18000,1.18000,1.38000,1.20000,1.22000,1.20000,1.66000
49.98000,1.50000,1.28000,1.36000,49.98000,1.72000,1.56000,1.66000,1.08000,1.82000
1.02000,1.72000,1.04000,4.64000,1.86000,1.50000,1.48000,1.62000,1.04000,1.02000
1.02000,1.72000,1.04000,4.64000,1.86000,1.50000,1.48000,1.62000,1.04000,1.02000
1.02000,1.02000,1.02000,1.04000,1.02000,1.12000,1.06000,1.10000,1.02000,1.02000
1.02000,1.08000,1.02000,1.02000,1.02000,1.26000,1.06000,1.06000,1.02000,1.02000
1.02000,1.02000,1.02000,1.94000,1.02000,1.06000,1.04000,1.16000,1.02000,1.22000
1.02000,1.02000,1.02000,3.78000,1.02000,1.36000,1.36000,1.50000,1.02000,1.02000
1.06000,1.06000,1.06000,2.70000,1.06000,1.10000,1.22000,1.34000,1.14000,1.06000
49.98000,1.64000,1.34000,1.40000,49.98000,1.98000,1.82000,1.92000,1.04000,2.16000
1.38000,1.02000,1.02000,7.50000,3.52000,1.60000,1.56000,1.72000,2.00000,1.02000
1.06000,1.04000,1.06000,2.18000,1.06000,1.26000,1.26000,1.36000,1.06000,1.06000
1.02000,1.08000,1.08000,1.08000,1.04000,1.34000,1.36000,1.36000,1.02000,1.06000
1.02000,1.02000,1.02000,1.02000,1.04000,1.32000,1.28000,1.34000,1.02000,1.02000
1.02000,1.12000,1.12000,1.16000,1.68000,1.52000,1.66000,1.68000,1.02000,1.12000
1.02000,1.06000,1.06000,1.06000,1.02000,1.10000,1.12000,1.14000,1.02000,1.06000
49.98000,1.22000,1.10000,1.12000,49.98000,2.00000,1.32000,1.84000,1.02000,1.10000
1.02000,1.52000,1.02000,3.08000,1.02000,1.42000,1.34000,1.44000,1.02000,1.44000
49.98000,1.64000,1.30000,1.44000,49.98000,1.90000,1.80000,1.84000,28.50000,1.02000
1.02000,1.02000,1.02000,1.72000,1.02000,1.16000,1.16000,1.52000,1.02000,1.02000
1.02000,1.02000,1.02000,1.58000,1.02000,1.14000,1.14000,1.46000,1.02000,1.02000
1.04000,1.06000,1.02000,1.60000,1.02000,1.12000,1.12000,1.48000,1.02000,1.02000
1.02000,1.06000,1.04000,1.56000,1.04000,1.14000,1.14000,1.44000,1.04000,1.04000
1.02000,1.10000,1.06000,3.20000,1.06000,1.14000,1.12000,1.58000,3.20000,2.14000
49.98000,1.02000,1.02000,1.02000,49.98000,1.80000,1.80000,1.90000,1.02000,5.80000
49.98000,45.40000,1.02000,49.98000,49.98000,1.72000,1.72000,1.86000,1.02000,1.02000
1.02000,1.02000,1.02000,4.12000,1.02000,1.50000,1.50000,1.50000,1.02000,1.02000
1.02000,1.02000,1.02000,2.02000,1.02000,1.18000,1.18000,1.30000,1.02000,1.02000
1.02000,1.82000,1.16000,1.16000,1.94000,1.88000,1.60000,1.88000,1.02000,1.16000
49.98000,2.68000,1.02000,49.98000,49.98000,1.68000,1.68000,1.80000,1.02000,1.48000
1.02000,1.02000,1.02000,2.36000,1.02000,1.24000,1.26000,1.44000,1.08000,1.02000
1.02000,1.14000,1.04000,1.84000,1.04000,1.22000,1.22000,1.30000,1.02000,1.04000
1.02000,1.02000,1.02000,2.90000,1.02000,1.40000,1.02000,1.44000,1.12000,1.40000
1.32000,1.08000,1.16000,1.14000,1.64000,1.38000,1.64000,1.64000,1.04000,1.16000
49.98000,1.02000,1.02000,1.02000,49.98000,1.82000,1.82000,1.88000,1.02000,3.06000
49.98000,1.36000,1.26000,1.36000,49.98000,1.88000,1.94000,1.94000,1.02000,1.02000
23.82000,1.02000,1.02000,23.82000,23.82000,1.70000,1.70000,1.84000,1.02000,1.02000
23.82000,1.02000,1.20000,1.20000,23.82000,1.80000,1.24000,1.84000,1.02000,1.24000
49.98000,1.86000,1.10000,1.06000,49.98000,1.88000,1.62000,1.76000,1.02000,1.46000
49.98000,1.02000,1.02000,1.02000,49.98000,1.68000,1.14000,1.84000,1.02000,1.02000
1.02000,1.02000,1.02000,2.14000,1.02000,1.22000,1.22000,1.34000,1.02000,1.02000
1.02000,1.30000,1.02000,1.38000,1.02000,1.10000,1.10000,1.22000,1.02000,1.02000
1.04000,1.02000,1.02000,1.02000,1.02000,1.04000,1.04000,1.10000,1.02000,1.02000
1.02000,1.02000,1.02000,1.04000,1.02000,1.04000,1.04000,1.06000,1.02000,1.02000
1.06000,1.40000,1.02000,2.00000,1.02000,1.22000,1.22000,1.44000,1.02000,1.02000
1.02000,1.04000,1.04000,1.38000,1.04000,1.10000,1.10000,1.22000,1.02000,1.04000
1.02000,1.02000,1.02000,1.16000,1.02000,1.04000,1.04000,1.10000,1.02000,1.02000
1.02000,1.04000,1.02000,1.02000,1.02000,1.02000,1.02000,1.04000,1.02000,1.02000
1.02000,1.02000,1.06000,1.90000,1.06000,1.22000,1.22000,1.44000,1.02000,1.06000
