0.65303,0.06463,0.25422,-1.30391,0.92733,0.09720,0.01681,0.00518,0.00000,0.07983,0.02983,0.27857,0.18641,0.20518,0.10098,0.78866,0.10378,0.10756,0.00000
0.44240,0.02340,0.15298,0.20729,-0.10421,0.00960,0.04515,0.11538,0.23490,0.26802,0.17772,0.07881,0.06032,0.01000,0.00010,0.69727,0.24720,0.05543,0.00009
0.45095,0.01617,0.12718,0.04624,-0.23279,0.00065,0.02010,0.10539,0.22160,0.29637,0.23473,0.09647,0.02180,0.00275,0.00014,0.67096,0.28756,0.04011,0.00137
0.50305,0.10368,0.32200,-0.14313,-1.50326,0.16598,0.09140,0.09902,0.07236,0.02285,0.11806,0.05712,0.02285,0.28182,0.06855,0.39606,0.60394,0.00000,0.00000
0.49341,0.05084,0.22549,-0.43776,-0.81557,0.05051,0.09172,0.09495,0.10343,0.06343,0.21899,0.18141,0.12566,0.06343,0.00646,0.65455,0.32485,0.02061,0.00000
0.42638,0.05385,0.23205,-0.15609,-1.19145,0.09495,0.16768,0.10343,0.06283,0.02909,0.30869,0.14303,0.06283,0.01636,0.01111,0.62545,0.36202,0.01253,0.00000
0.52080,0.03364,0.18341,-0.59654,0.11475,0.03023,0.03429,0.06286,0.07684,0.21083,0.21093,0.22020,0.11975,0.03148,0.00261,0.70556,0.24296,0.05148,0.00000
0.47808,0.03742,0.19345,0.03453,-0.68478,0.01695,0.04576,0.15819,0.14068,0.18983,0.14633,0.16610,0.09153,0.03446,0.01017,0.62090,0.34689,0.03220,0.00000
0.44444,0.05059,0.22492,-0.14878,-1.38077,0.05130,0.14501,0.15572,0.10569,0.05171,0.09713,0.29410,0.07890,0.01774,0.00271,0.61464,0.38227,0.00308,0.00000
0.38794,0.03732,0.19319,0.26574,-0.59885,0.06382,0.12057,0.17888,0.17942,0.16474,0.14318,0.08509,0.04595,0.01626,0.00209,0.64225,0.32607,0.03141,0.00027
0.45288,0.04528,0.21278,-0.54023,-0.54311,0.10051,0.08831,0.05718,0.01863,0.31849,0.14292,0.18564,0.07165,0.01219,0.00447,0.63546,0.33394,0.03060,0.00000
0.29452,0.02600,0.16124,1.52569,3.42496,0.04435,0.24380,0.32727,0.19904,0.09008,0.04697,0.01777,0.01033,0.00771,0.01267,0.77948,0.17617,0.02245,0.02190
0.21476,0.01893,0.13759,2.58931,10.11825,0.14160,0.39499,0.30453,0.09892,0.02433,0.01305,0.00529,0.00088,0.00582,0.01058,0.83636,0.12626,0.01728,0.02010
0.33274,0.03847,0.19614,1.07320,0.55459,0.04040,0.24158,0.28178,0.15663,0.08851,0.07050,0.04772,0.03564,0.02931,0.00792,0.74396,0.19327,0.05762,0.00515
0.35673,0.01884,0.13728,0.33936,0.05141,0.01823,0.10214,0.25062,0.26113,0.21893,0.10453,0.03137,0.01154,0.00111,0.00040,0.68028,0.27609,0.04028,0.00334
0.35673,0.01884,0.13728,0.33936,0.05141,0.01823,0.10214,0.25062,0.26113,0.21893,0.10453,0.03137,0.01154,0.00111,0.00040,0.68028,0.27609,0.04028,0.00334
0.56340,0.01331,0.11535,-0.12656,0.00604,0.00010,0.00132,0.01233,0.06792,0.20445,0.33078,0.26703,0.09981,0.01546,0.00080,0.68302,0.27227,0.04203,0.00268
0.60937,0.01391,0.11792,-0.34029,0.15608,0.00010,0.00104,0.00831,0.03763,0.12612,0.27264,0.32690,0.18661,0.03849,0.00215,0.68725,0.26756,0.04105,0.00414
0.54563,0.02667,0.16330,-0.61119,0.34909,0.01241,0.03178,0.03358,0.08802,0.18386,0.25543,0.22334,0.13687,0.03302,0.00168,0.70348,0.24382,0.04935,0.00335
0.47759,0.02919,0.17084,-0.45347,-0.11949,0.02693,0.06805,0.05386,0.12396,0.23171,0.26226,0.15881,0.06255,0.01052,0.00135,0.68617,0.25904,0.05475,0.00005
0.65487,0.04326,0.20798,-1.52924,2.50783,0.04424,0.00000,0.03495,0.00000,0.07374,0.09212,0.18323,0.32970,0.17616,0.06586,0.80505,0.12000,0.03071,0.04424
0.22016,0.02121,0.14565,1.40999,2.90897,0.19378,0.34989,0.22019,0.12469,0.06504,0.02576,0.00828,0.00568,0.00479,0.00189,0.74496,0.21185,0.02743,0.01576
0.19681,0.01061,0.10303,1.51629,4.86821,0.14994,0.43651,0.27205,0.10447,0.02507,0.00538,0.00247,0.00278,0.00104,0.00028,0.73152,0.23291,0.02428,0.01129
0.57163,0.02345,0.15313,-0.44315,0.23520,0.00453,0.01298,0.03670,0.06401,0.17941,0.26730,0.23628,0.14901,0.04505,0.00473,0.68783,0.26584,0.03974,0.00659
0.57539,0.01592,0.12617,-0.24395,0.16624,0.00036,0.00377,0.01653,0.06307,0.18257,0.29901,0.27601,0.12704,0.02911,0.00252,0.68913,0.26397,0.04241,0.00449
0.57539,0.01592,0.12617,-0.24395,0.16624,0.00036,0.00377,0.01653,0.06307,0.18257,0.29901,0.27601,0.12704,0.02911,0.00252,0.68913,0.26397,0.04241,0.00449
0.57396,0.02170,0.14731,-0.97337,1.87489,0.01348,0.00943,0.01858,0.06249,0.16428,0.25440,0.28979,0.15886,0.02763,0.00105,0.72469,0.23340,0.02801,0.01390
0.71921,0.03843,0.19603,-0.77600,0.70677,0.00869,0.00000,0.05385,0.00000,0.00000,0.17661,0.32310,0.00000,0.31268,0.12507,0.63578,0.30168,0.05385,0.00869
0.36987,0.03417,0.18484,0.43544,-0.59054,0.04606,0.14826,0.21470,0.20737,0.12351,0.11968,0.08998,0.03955,0.01024,0.00064,0.63764,0.33261,0.02949,0.00026
