0.53992,0.06814,0.26103,-0.02671,-1.22359,0.02171,0.05742,0.17752,0.10070,0.13137,0.10546,0.02045,0.15812,0.13102,0.09622,0.56436,0.42864,0.00700,0.00000
0.37392,0.02419,0.15554,0.88347,0.00506,0.00101,0.06427,0.39891,0.16651,0.14502,0.12524,0.05444,0.03590,0.00862,0.00009,0.71773,0.23177,0.04839,0.00211
0.40212,0.05709,0.23893,0.12664,-1.67023,0.02944,0.32185,0.14777,0.00140,0.03264,0.14794,0.21272,0.09443,0.01145,0.00035,0.55258,0.44657,0.00085,0.00000
0.60990,0.13124,0.36227,-0.81787,-0.93152,0.22850,0.00000,0.00000,0.00000,0.05824,0.10092,0.06474,0.07236,0.03047,0.44478,0.76579,0.23421,0.00000,0.00000
0.53290,0.07246,0.26919,-0.69674,-0.76496,0.08970,0.16485,0.00000,0.00000,0.05980,0.22111,0.06687,0.28051,0.10263,0.01455,0.62828,0.37172,0.00000,0.00000
0.51116,0.03516,0.18751,-0.08660,-0.90773,0.00616,0.03929,0.08273,0.21162,0.14232,0.11414,0.23576,0.12697,0.03354,0.00747,0.68232,0.28818,0.02949,0.00000
0.51565,0.05534,0.23524,-0.32561,-0.99100,0.05115,0.06967,0.09111,0.09742,0.14076,0.11478,0.15566,0.17717,0.09416,0.00812,0.58261,0.40063,0.01677,0.00000
0.54358,0.06327,0.25153,-0.83596,-0.42910,0.07288,0.16412,0.00000,0.00226,0.02401,0.28531,0.13955,0.22514,0.07542,0.01130,0.66808,0.25904,0.07288,0.00000
0.55534,0.04608,0.21467,-0.60057,-0.79093,0.03249,0.00062,0.20148,0.00624,0.10370,0.13994,0.16746,0.28565,0.05787,0.00457,0.64194,0.32544,0.03262,0.00000
0.49105,0.06541,0.25576,-0.77019,-0.63187,0.12724,0.12346,0.00000,0.00469,0.09043,0.26609,0.13245,0.21688,0.03471,0.00404,0.67156,0.32844,0.00000,0.00000
0.45806,0.03378,0.18378,-0.04036,-0.63420,0.03673,0.01007,0.18140,0.19556,0.07661,0.30243,0.07002,0.10903,0.01538,0.00276,0.67288,0.27941,0.04772,0.00000
0.25463,0.02096,0.14477,1.69696,4.40244,0.07817,0.32948,0.31260,0.14959,0.06804,0.03423,0.01123,0.00585,0.00406,0.00675,0.77059,0.18478,0.02645,0.01818
0.22169,0.01250,0.11182,2.62405,12.81392,0.07098,0.39922,0.37401,0.10862,0.02627,0.00749,0.00458,0.00035,0.00291,0.00555,0.80585,0.16329,0.01508,0.01578
0.32583,0.02464,0.15698,1.57972,2.67897,0.01673,0.11713,0.44040,0.22386,0.07782,0.04366,0.03703,0.02050,0.01851,0.00436,0.80198,0.13356,0.04129,0.02317
0.39844,0.01997,0.14132,0.05936,-0.03287,0.01743,0.06894,0.14565,0.27418,0.26769,0.14613,0.06309,0.01421,0.00243,0.00024,0.68016,0.27275,0.04566,0.00143
0.39844,0.01997,0.14132,0.05936,-0.03287,0.01743,0.06894,0.14565,0.27418,0.26769,0.14613,0.06309,0.01421,0.00243,0.00024,0.68016,0.27275,0.04566,0.00143
0.46809,0.09036,0.30060,0.03848,-1.88441,0.01585,0.36561,0.11846,0.00009,0.00003,0.00276,0.07336,0.28016,0.13804,0.00565,0.53489,0.46511,0.00000,0.00000
0.49387,0.05644,0.23757,-0.00244,-1.54866,0.00886,0.09446,0.20865,0.15431,0.03976,0.04135,0.15567,0.21638,0.07674,0.00381,0.56208,0.43776,0.00015,0.00000
0.41475,0.04930,0.22203,0.34030,-1.30748,0.01626,0.17632,0.27297,0.07374,0.05956,0.11974,0.14612,0.10164,0.03212,0.00152,0.60394,0.38914,0.00692,0.00000
0.48972,0.03136,0.17709,-0.08475,-0.66572,0.00829,0.04977,0.09712,0.17206,0.17056,0.21784,0.15608,0.10341,0.02301,0.00187,0.62823,0.34665,0.02512,0.00000
0.50581,0.07387,0.27179,0.01077,-1.44302,0.04434,0.09758,0.18909,0.12394,0.04960,0.07192,0.04606,0.23131,0.11323,0.03293,0.58737,0.41263,0.00000,0.00000
0.49306,0.02400,0.15490,-0.13543,-0.39244,0.00807,0.00000,0.11285,0.13961,0.33670,0.09594,0.13047,0.17043,0.00394,0.00198,0.67416,0.31204,0.00856,0.00523
0.36264,0.00545,0.07385,0.72055,5.23256,0.00340,0.00911,0.15426,0.56583,0.23329,0.02719,0.00386,0.00174,0.00106,0.00027,0.76840,0.18660,0.03107,0.01393
0.50483,0.04032,0.20080,0.03193,-1.00445,0.00999,0.04687,0.10159,0.21073,0.15557,0.10680,0.15803,0.14195,0.06233,0.00613,0.63228,0.35209,0.01563,0.00000
0.51505,0.04897,0.22129,-0.18036,-1.27368,0.01438,0.07197,0.13549,0.15139,0.09730,0.07790,0.16721,0.21204,0.06837,0.00395,0.58904,0.40575,0.00521,0.00000
0.51505,0.04897,0.22129,-0.18036,-1.27368,0.01438,0.07197,0.13549,0.15139,0.09730,0.07790,0.16721,0.21204,0.06837,0.00395,0.58904,0.40575,0.00521,0.00000
0.42506,0.05861,0.24210,0.13304,-1.48333,0.05220,0.19864,0.17876,0.08917,0.03452,0.10620,0.16833,0.13670,0.03407,0.00140,0.54902,0.44989,0.00109,0.00000
0.53045,0.11767,0.34304,0.03343,-1.78401,0.05321,0.19965,0.19656,0.05005,0.00053,0.00434,0.02693,0.08830,0.16155,0.21888,0.55871,0.44129,0.00000,0.00000
0.45604,0.03620,0.19026,-0.41647,-0.28332,0.06603,0.07220,0.06003,0.11630,0.22303,0.28010,0.09235,0.06799,0.02066,0.00130,0.68459,0.27443,0.04098,0.00000
0.26533,0.00890,0.09432,2.30207,11.07286,0.00613,0.20104,0.53280,0.19592,0.04802,0.00674,0.00106,0.00264,0.00353,0.00212,0.78023,0.19128,0.01566,0.01283
0.37596,0.02199,0.14831,0.75396,1.01925,0.01366,0.08620,0.20586,0.31991,0.20749,0.08602,0.04499,0.02322,0.00971,0.00295,0.71842,0.22871,0.04310,0.00977
0.59738,0.01373,0.11717,-0.86062,1.46438,0.00080,0.00543,0.01847,0.03895,0.09618,0.32127,0.33485,0.16800,0.01560,0.00045,0.71812,0.22945,0.04038,0.01205
0.56387,0.02881,0.16974,-0.84806,0.04412,0.00761,0.03302,0.05299,0.09254,0.11341,0.15962,0.33451,0.18121,0.02440,0.00070,0.69325,0.25954,0.04527,0.00194
0.60040,0.01304,0.11419,-0.87928,1.30099,0.00039,0.00353,0.01494,0.04311,0.09834,0.28038,0.38920,0.15783,0.01167,0.00060,0.73058,0.21830,0.04111,0.01001
0.59685,0.01759,0.13262,-0.94370,0.89812,0.00105,0.00868,0.02925,0.05340,0.10402,0.22739,0.37573,0.17773,0.02212,0.00064,0.72049,0.22414,0.04563,0.00974
0.52730,0.01404,0.11848,-0.36697,0.68836,0.00246,0.01041,0.02165,0.05655,0.35180,0.25494,0.22897,0.06975,0.00324,0.00023,0.70777,0.25130,0.03069,0.01024
0.53649,0.10921,0.33046,-0.79847,-1.01816,0.25105,0.00000,0.00000,0.00000,0.08512,0.07387,0.12044,0.15531,0.30745,0.00677,0.73199,0.26801,0.00000,0.00000
0.52949,0.10530,0.32450,-0.80540,-0.97174,0.25054,0.00000,0.00000,0.00000,0.04887,0.13483,0.15618,0.11618,0.28945,0.00396,0.73577,0.26423,0.00000,0.00000
0.35218,0.07193,0.26820,0.33936,-1.46642,0.24996,0.25024,0.00533,0.04022,0.10552,0.08264,0.11660,0.12379,0.02310,0.00260,0.55064,0.44579,0.00357,0.00000
0.50979,0.03610,0.19000,0.07564,-1.11935,0.00243,0.02798,0.11547,0.20719,0.16599,0.09620,0.16869,0.16317,0.04946,0.00343,0.60110,0.38877,0.01013,0.00000
0.50264,0.04679,0.21630,-0.09456,-1.11181,0.02343,0.06401,0.14589,0.13859,0.12077,0.11164,0.14450,0.17360,0.07095,0.00662,0.62257,0.36670,0.01073,0.00000
0.46442,0.02968,0.17228,-0.23455,-0.45879,0.01999,0.07009,0.09753,0.17108,0.18795,0.18787,0.20734,0.04483,0.01047,0.00286,0.67220,0.28808,0.03903,0.00069
0.44392,0.02406,0.15511,0.20222,-0.61763,0.00200,0.04156,0.15541,0.22186,0.21953,0.17945,0.12396,0.04789,0.00798,0.00035,0.64277,0.32789,0.02911,0.00024
0.55115,0.06262,0.25025,-0.10168,-1.20155,0.02272,0.05460,0.14182,0.10621,0.12685,0.10307,0.11596,0.15354,0.11737,0.05786,0.60562,0.38290,0.01148,0.00000
