0.5984992522,0.5887923165,0.5933252529,0.5991365930,0.7163758759,1.0283339400,0.5850169777,0.5940650342,0.6147317775,0.8730313760,1.9180033756,3.3534201091,0.5501763699,0.5957268729,0.9156429391,2.5845113555,3.8591117468,4.0874808307,0.5684040968,0.5342922660,0.8561431746,1.9622228257,1.9622227397,1.9622230484,0.5922334033,0.5911505744,0.9225014498,2.2815877351,2.2815877351,2.2815877333,0.5965950049,0.6059430355,0.9362996784,2.2978110337,2.2978110340,2.2978110337
0.7857826755,0.7305767897,0.8370534966,0.8963514472,0.9345766346,1.4405658335,0.7426304900,0.7209547668,0.7844780310,0.9318156646,2.1616393940,4.0429182401,0.6640568788,0.7287942116,1.0526405254,3.1762383508,3.0360384831,3.3195582101,0.6696911893,0.6500991335,1.3691637095,3.4477722723,3.4477722723,3.4477722723,0.7699886019,0.6632246853,1.3864566553,4.0099660940,4.0099660957,4.0099660957,0.7780662229,0.6558419023,1.3422651155,3.8778821845,3.8778821843,3.8778821843
0.7920270409,0.7689344190,0.7073024543,0.6725410525,0.9272729592,1.1271741763,0.7742797284,0.6678157110,0.6322885208,1.0531872064,1.4944041515,2.7563947393,0.7142914906,0.6538754329,0.6599981090,2.2474315264,2.3017278254,2.2808409057,0.7410518948,0.6675049258,0.6445476415,1.3109972959,1.3109972959,1.3109972959,0.7845803026,0.7246953754,0.7082998035,1.4836928046,1.4836928046,1.4836927892,0.7880625117,0.7390821038,0.7332909125,1.4760768076,1.4760765556,1.4760768076
0.9066894926,0.8023378847,0.7032448066,0.6286605395,1.0229733706,2.1866511784,0.9117823192,0.7515498455,0.5133848447,2.4563622830,2.1283179313,3.8260037212,0.8549220054,0.7764086046,0.5256105419,2.4264300176,2.3881875262,2.4007592689,0.8736579312,0.7738866341,0.7480809428,1.6080676170,1.6080683880,1.6080683880,0.9402281086,0.8135962876,0.7950219791,1.8265314489,1.8265314491,1.8265314695,0.9457388320,0.8324180539,0.8207076392,1.8220928178,1.8220928307,1.8220934189
17803629643788.3515625000,17529678175757.0058593750,15226264673741.3496093750,12572448063443.0585937500,6814086480314.3593750000,3078223934314.5322265625,17135111521048.5312500000,13307465970033.2070312500,9196116724692.5527343750,2928544536615.6718750000,2098828823659.9230957031,10799175705741.0664062500,15278376148868.7441406250,10812666635880.1523437500,1172058340482.7651367188,1407853887355.7375488281,18465457337119.0273437500,18463551705393.7109375000,15868875076949.9062500000,12646155365516.4902343750,10892849181443.3457031250,18462788950931.8125000000,18462788950931.8125000000,18462788950931.8125000000,17739971864443.5781250000,18463961797147.8359375000,18464273263508.1171875000,18462036297235.8515625000,18462036297235.8515625000,18462036297235.8515625000,17801728447295.0195312500,18466670711289.9921875000,18464769882412.4062500000,18462668083717.4609375000,18462668083717.4609375000,18462668083717.4609375000
1.3880769397,1.4199142684,1.4282894289,1.4525107690,1.5906293818,2.2926935276,1.3692106410,1.2815612463,1.2482107661,1.8238136290,4.1424506686,9.1792073540,1.2936368298,1.1652840015,1.2881202882,7.1355786062,7.3491751484,7.5638361281,1.3113701595,1.3128996462,2.0180143419,4.3830025652,4.3830002511,4.3830029775,1.3779154750,1.3804907524,2.2519755206,5.2482830577,5.2482830577,5.2482830577,1.3874226730,1.4074718714,2.3003549046,5.3043415073,5.3043413217,5.3043414640
2.2073775208,2.1276184995,1.6128261250,1.3296797245,1.3365343661,2.4116909675,2.1733962470,1.5446953886,1.7185075107,1.7266842550,2.9552603756,8.3210787478,1.5424819782,1.0954849192,0.8130123849,2.8442924704,2.1343247397,2.7010107081,1.7850279563,1.1526254758,2.0977032999,6.0532374241,6.0532393746,6.0532398123,2.1436581177,1.4955436400,2.0326404970,7.6615865045,7.6615865534,7.6615864841,2.1684737537,1.5721701552,1.9209792809,7.2752915808,7.2752915317,7.2752915366
2.4660357934,2.4445940118,2.3229706855,2.2429622784,2.2038041963,2.1619894471,2.4207515221,2.2764006799,2.1103020297,2.1551162585,2.4586187599,3.4473965524,2.3264655450,2.1562828079,1.6073990910,3.6401383087,2.0765581059,2.4656928717,2.3488795047,2.1526488550,1.7998481780,1.8882245329,1.8882245329,1.8882246766,2.4273591149,2.2123365933,1.9836198950,2.4425229702,2.4425222459,2.4425224965,2.4333704419,2.2322265898,2.0124307073,2.4797895312,2.4797897574,2.4797900704
1.2458708340,1.2198551973,1.0570303808,0.9579180023,0.8494476840,1.0872531341,1.2136040074,1.0286233952,0.8901466266,1.0344353336,1.5961842836,3.6308629154,1.0546237314,0.8772567203,0.6287167242,1.6825655772,1.8134674361,2.3612171990,1.1146018805,0.8957702197,0.8390054980,1.8820436536,1.8820436536,1.8820440198,1.2282839635,1.0852054073,1.0794889990,2.5300643174,2.5300643296,2.5300643296,1.2371948114,1.1124373099,1.1144718338,2.5266580154,2.5266580154,2.5266580140
1.1461293602,1.8670188576,2.3065834053,2.6104626066,3.4896212883,5.7535229347,1.1601812240,2.4976302094,3.7478949236,9.4937032357,23.9404023193,32.4392541902,1.0922345555,2.1373559154,5.9059854494,19.8066958162,20.1213486047,20.0916943931,1.0015949211,1.2853450044,3.1680950331,7.7850880294,7.7850836260,7.7850855766,0.8829015659,1.2172415894,2.8011133938,7.4056987715,7.4056987715,7.4056987715,0.8901967063,1.2090733805,2.7860090584,7.3423018720,7.3423018653,7.3423018901
1.0139508731,1.0915901967,1.0044379590,1.0402390860,1.5403725819,2.7802545125,1.0132143001,1.0337927427,1.1161131788,1.6835568419,4.5561279620,5.9983566172,0.9431683301,0.9570375518,1.1865516991,3.0820202347,3.3577722878,4.0878173148,0.9467787325,0.8699648803,1.4205478370,3.4217091270,3.4217100151,3.4217100151,0.9820481122,0.9800074066,1.3223295415,3.4912299823,3.4912299823,3.4912299807,0.9861429570,0.9887526324,1.3267357680,3.4414783413,3.4414783413,3.4414783413
0.6387938049,0.6297362283,0.5812930156,0.5644726161,0.9432396852,1.6895165452,0.6258621804,0.5610330952,0.5035383279,1.0209882261,1.5274536412,3.4873897934,0.5451806753,0.5231784748,0.6786738434,2.0855254560,2.1700285909,2.5867302232,0.5714147769,0.5242808248,0.8220729973,1.8579018375,1.8579018375,1.8579023605,0.6340455947,0.5626155803,0.8847568889,2.4578962761,2.4578962799,2.4578957183,0.6388272713,0.5803124335,0.8815330280,2.4445368168,2.4445369189,2.4445371477
1.6771519033,1.6348757610,1.4762439558,1.2127355083,1.1573757394,1.1210323753,1.6233634134,1.3089153298,1.2118134177,1.1933844179,1.7908426696,4.9186885591,1.3789853589,1.2289925890,0.9960091826,2.7585986926,3.3459621127,3.9405747333,1.4336091614,1.1939104879,1.6211687697,3.7613167787,3.7613167787,3.7613183223,1.6399782287,1.5060894716,2.1534745788,4.7741801730,4.7741801730,4.7741807465,1.6529084096,1.5346274986,2.1706218292,4.8067163502,4.8067163446,4.8067163491
1.5582123285,1.5193621905,1.3934558291,1.2320249723,1.1228640387,1.0324048951,1.4845057614,1.2159102989,0.9745510663,0.8031646257,1.5032159805,5.3501414385,1.3133855408,1.0575909794,0.6661869750,4.8909099859,8.7732067295,11.4452639031,1.4324447763,1.2254273172,0.6685069463,2.6035122467,2.6035126009,2.6035116844,1.5378283711,1.3746959511,1.0349214157,1.6729410925,1.6729406244,1.6729406244,1.5438422278,1.3958131451,1.0825641001,1.5863429156,1.5863429208,1.5863428454
0.7048698505,0.6811945965,0.6213740108,0.6118196603,0.7003039993,0.9604342584,0.6952552248,0.6202020585,0.5523802594,0.7056770204,1.2522630801,2.4537524673,0.6457349863,0.5912684269,0.5385792185,1.5552096162,1.5594529402,1.9831049948,0.6662367710,0.6079215840,0.6636838832,1.2808983319,1.2808947542,1.2808968234,0.7063645108,0.6470524985,0.7055022003,1.5650396530,1.5650396513,1.5650396088,0.7097386871,0.6603849737,0.7191833272,1.5698723245,1.5698723316,1.5698723245
0.7463570804,0.7102381296,0.6683718672,0.6342906908,0.6554523903,1.2082563944,0.7369147224,0.6486340466,0.5489743100,1.1759099002,1.5361875159,3.3377178084,0.6591904188,0.6013207776,0.5526721093,1.5754852655,1.7828454098,2.0355745662,0.6950826189,0.5910524862,0.6634756691,1.2909046719,1.2909041522,1.2909391363,0.7448920738,0.6706659430,0.7137346581,1.6076083670,1.6076083487,1.6076083670,0.7491873942,0.6985372526,0.7375373710,1.6305290026,1.6305289401,1.6305286670
0.7999242418,0.7862569354,0.7200962299,0.7331918789,0.6698515727,0.8988804216,0.7662466266,0.6262712846,0.5843324734,0.8806733159,1.5942856642,3.0729120890,0.6352139883,0.6635369087,0.7097587647,1.9308012861,2.8942802043,2.9736935645,0.6932613343,0.5790972961,0.6818606815,1.4277683678,1.4277683678,1.4277683678,0.7774010500,0.6714835936,0.7745447123,2.1808026027,2.1808026046,2.1808026142,0.7833006998,0.6914270883,0.7914219391,2.1829298700,2.1829297046,2.1829297103
1.0181396902,0.9831626088,1.1128348269,1.3460959448,2.1391455634,3.2444082721,1.1722409494,1.4777418342,1.9139831798,5.1733419796,10.7239364481,31.5401464260,1.3195121622,2.4924980716,6.2382912140,27.2120250061,30.8425906248,34.4692677419,1.1560500051,1.6770247768,6.5746442197,21.5103346365,21.5103348389,21.5103344289,1.0756103608,1.2961689126,2.7073345530,6.9521623990,6.9521623515,6.9521623960,1.0825918409,1.3067197131,2.7063668234,6.9302595560,6.9302599602,6.9302620948
0.7630334524,0.7346298399,0.6721529070,0.6153677489,0.7953786757,1.1123635134,0.7481869379,0.6552291907,0.5876393467,0.9086375861,1.1658091180,2.9322721203,0.6970458097,0.6358026417,0.5571882541,2.1154328609,2.3833249368,2.4731232771,0.7214666986,0.6613877106,0.6705900269,1.1553909148,1.1553909148,1.1553909148,0.7632674472,0.7055267077,0.7026345882,1.4333017500,1.4333017501,1.4333017494,0.7671941974,0.7204962577,0.7261723280,1.4342136261,1.4342136261,1.4342136261
3.3244623380,3.1683677323,2.7855916576,2.5686217125,2.5441804043,2.4074749195,3.1943575252,2.7434321490,2.5362439946,2.3056701015,1.8571039123,3.1396706622,2.9755775388,2.4529262067,0.8009670395,2.5231620813,2.9463056245,3.1823037293,3.0809913211,2.1412038918,0.7502091115,1.8682258330,1.8682261921,1.8682356670,3.2686546693,2.2289347227,0.8607312858,1.9597516832,1.9597518245,1.9597517239,3.2776686757,2.2683178166,0.8949083276,1.9414037548,1.9414036532,1.9414037354
0.7852037259,0.8140649979,0.7458132644,0.7329524806,0.7091922669,1.0756686681,0.7846334988,0.7387671297,0.7381056838,0.8916623308,1.6265277088,3.6808998909,0.6733631107,0.6426911007,0.6732730628,2.1701084877,2.7104664086,2.9834172690,0.7041757430,0.6138196844,0.9190733149,2.4212479626,2.4212531656,2.4212489094,0.7770731399,0.6725948729,0.9543031071,2.5759864159,2.5759863083,2.5759849381,0.7826496865,0.6896910482,0.9395627566,2.4987838490,2.4987856435,2.4987828941
1.1095938628,1.0722840828,0.9495041304,0.8937131890,0.9170752528,1.1461577604,1.0588853916,0.9117604358,0.8643826385,0.9937488524,1.6487432954,3.5708171123,0.9222668952,0.7997028489,0.6593168066,2.2038920727,2.7754860722,3.1920755170,0.9932427939,0.7606745496,0.8304952057,2.1221084718,2.1221084718,2.1221084718,1.0879916877,0.8558465838,0.9107765161,2.5623266560,2.5623265968,2.5623265965,1.0954101092,0.8849818574,0.9231552265,2.5664978374,2.5664978373,2.5664978373
