1.0358909074,0.9936963086,0.9422994408,1.0384537164,1.0788027164,1.0877468176,1.1217744724,1.1995183931,1.2263055605,1.2640955650
1.3635611639,1.2754053573,1.1764149959,1.2120756142,1.2421916111,1.2368509316,1.2224300821,1.3199012663,1.3474999996,1.3231726981
2.1380568882,1.9660570447,1.8268300294,1.7799589811,1.8588702072,1.8232771280,1.8043725644,1.9246900026,1.9666347726,1.9894691506
1.1754022484,1.2023195275,1.0884105443,1.1503354446,1.1432436877,1.1765317875,1.2052589168,1.2185876376,1.2595388642,1.3626217970
1.0167582621,1.1861975607,1.3769957814,1.3129838774,1.3104610638,1.3416872353,1.4006186192,1.4238718408,1.4559951352,1.4910731499
4.4101665814,3.2394776879,2.7054565288,3.1788465714,3.0219194724,3.0813281500,2.8829534851,3.8382544421,3.6342703384,3.5185205650
1.5630378449,1.4034347190,1.1710672154,1.4136003048,2.1428290347,2.0157835988,2.0323581868,2.0162568484,1.9272223781,1.8979832136
0.9998940473,1.0739081174,1.0151411165,0.9900075794,1.0876257844,1.0764296781,1.0748342511,1.1654342795,1.1590366503,1.1851761110
3.5732606618,2.7848877894,2.3589317028,2.4093692893,2.3357935035,2.2945992936,2.3210943572,2.4789313778,2.7733754388,2.7912756904
1.4516615377,1.3953031278,1.3531373508,1.7478987840,1.6831097156,1.6789061674,1.6568623323,1.6305979039,1.6433123034,1.4399246081
1.2474175104,1.1013392015,0.9962025222,1.0863991504,1.2255659660,1.2348002647,1.2162965684,1.1834519331,1.2412566398,1.2338841578
1.2257427031,1.2922994957,1.2091288128,1.2071262444,1.2343869653,1.2681466536,1.2740638811,1.2420819359,1.2739865810,1.2919033301
1.6597677873,1.7252369510,1.5262271133,1.5140294036,1.8071058431,1.7674989721,1.7694563291,1.7019714090,1.7989134417,1.8065380710
0.9296345638,0.9624708474,0.8301147168,0.8369468908,0.9509826931,0.9612758570,0.9640292905,1.0013036798,1.0388846784,1.0156869342
0.7562450619,0.8377730436,0.8273628560,0.8372816004,0.8744425646,0.8162483967,0.8383239526,0.9134110520,0.9323784472,0.9323621982
1.6165083336,1.3745622908,1.2160403613,1.4734406102,2.3183705863,2.1467994488,2.1800198013,2.0944026672,2.0021225903,1.9401289674
3.3556458645,2.5690231238,2.2286915366,2.0178037375,2.2669069484,2.2019443142,2.2363134727,2.1543253402,2.7524223487,2.6462236932
1.1067518649,1.1285275432,1.1604158581,1.1917332291,1.2518490940,1.2886465833,1.2933897461,1.4648705504,1.4594354257,1.4973208471
1.4478197213,1.3729634374,1.1865828484,1.2830289558,1.3076970177,1.2888399772,1.3069794571,1.3276508886,1.3054775240,1.3178256588
1.2340600774,1.2001182426,1.1208497029,1.1566929067,1.3745954096,1.3765024373,1.3526964728,1.4206912458,1.3835563153,1.3629399231
1.1368525119,1.0134465822,0.9395591320,0.9950589268,1.0447120097,1.0688869475,1.0727015887,1.0990461344,1.1174913644,1.1368362634
1.2258886366,1.1978486259,1.1361274095,1.1114625271,1.2676154770,1.3507973300,1.3541079062,1.3624523527,1.3809393519,1.4201507871
1.5356600126,1.2256023355,1.0280054680,0.9981579181,1.0447443277,1.0682679821,1.1445768456,1.2395919332,1.2268486153,1.2404704783
1.0221336354,1.4457816053,1.4640407549,1.5253659869,1.4373070367,1.3743838263,1.3180129175,1.2848256114,1.2689833643,1.2704726003
9.2087299917,8.9982701194,7.3163290701,7.6356419160,7.2907536512,7.7846505379,7.4075624824,7.4734537891,7.5527569461,8.8689613953
0.7908303241,0.8910925168,0.8701515607,0.8974142094,0.9702256009,0.9883413194,0.9883325553,1.0070808723,1.0018684425,1.0765127145
1.0864854443,1.0840813732,0.9692071224,1.0264196570,1.0778404765,1.0617746553,1.0882889886,1.1634375222,1.1780263899,1.2039009522
1.2390579711,1.2277273357,1.1493630130,1.2161002909,1.1233506666,1.1769431724,1.1457659542,1.1715721126,1.2381011199,1.5768656904
1.2075531082,1.2728232913,1.2800533738,1.2376207256,1.3695874781,1.2797643612,1.2837446919,1.3537443838,1.3521603720,1.3448943679
3.1024326149,3.4395309638,3.1393122413,3.0659032408,3.0598176161,3.6408307889,3.6532322252,3.8247625727,3.8718832840,3.7913661942
