3.3821097218,2.5092097330,2.3780169152,2.0754895767,1.8034395767,1.4648255973,1.5559205513,1.4635166860,1.5031133191,1.6643014187
3.5212224186,2.9382263932,2.8541226655,2.8305773213,2.6257415286,2.4395654834,2.2270058385,2.0354926747,2.0237200324,1.8914806312
3.1526181493,2.9742681526,2.6090464275,2.2807090090,2.1316364712,1.8536583062,1.7943629205,1.6556843626,1.6754835015,1.5394339074
3.2465849964,2.1129059833,1.5921861547,1.4990173855,1.6545938532,1.5783039528,1.6803009434,1.7305145745,1.4987338433,1.5994146104
1.9138382868,1.8747416030,1.5317271752,1.5352427623,1.4450540921,1.4317389224,1.4938549469,1.5511727022,1.5087631163,1.5341588915
5.8739939509,3.4989631500,2.6661447184,2.8671482231,2.4116391715,2.3061040189,1.9797915094,2.1532342285,2.2437330094,2.4071696456
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
3.3287132328,2.7699558923,2.1881747191,1.9338810941,1.9419654921,1.7635575196,1.4057027311,1.5703610580,1.3533724088,1.4686376715
2.2333572143,2.0284687265,1.5910539566,1.4766730165,1.3833866761,1.3400294529,1.3041767717,1.2063272970,1.1709904514,1.1616253837
2.4902104266,1.9578238472,1.6180453337,1.4990156892,1.2756104792,1.2432371281,1.2418202878,1.1936370100,1.2135933109,1.2073780756
3.6693427909,4.7739795702,3.0895945713,3.6155452726,3.8115948913,3.7516080679,3.5118491154,3.2469685000,3.4883609606,3.3921313940
4053239664637.5297851562,4053239664636.7421875000,4053239664636.1982421875,4053239664635.9077148438,4053239664635.6108398438,4053239664635.4570312500,4053239664635.3295898438,4053239664635.3305664062,4053239664635.2783203125,4053239664635.4165039062
2.1760440463,1.6888345232,1.6178661568,1.3929841762,1.4070333574,1.3544064234,1.3070747217,1.2343439405,1.1743647492,1.1638776507
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
2.2328978505,1.9287265260,1.6405479493,1.4814959736,1.4716446540,1.4020692775,1.3644978583,1.3235109365,1.3049441909,1.3355815150
2.7830936667,2.1534112089,1.8970591273,1.6799519802,1.6245651048,1.6915258917,1.6601334394,1.6283801707,1.5851535086,1.5852553427
2.3506121452,2.1746978448,1.7715221244,1.6372713976,1.5907437702,1.5459805991,1.4645899515,1.4968509675,1.4840035295,1.5217325738
3.0088006982,2.5642299528,2.1719603558,1.8623624346,1.8173892430,1.7855912652,1.7727911329,1.7814158012,1.7502140697,1.6961206903
4.0641873577,3.0923398104,2.5773666601,2.0661004905,1.8233002499,1.7618524458,2.0023425377,1.8494208369,1.9695765948,1.9921802638
3.3005756107,3.1030982417,2.5044062626,2.3639018507,2.2883334516,2.1780369393,2.0974262744,1.9280552346,1.8977886162,1.8872153606
2.9244069694,2.6346187273,1.9778068280,1.9583449732,2.0454062514,2.2602081287,2.0639536749,1.9787966965,1.9484530762,1.7869153184
3.5616969341,2.9942106276,2.4983527562,2.1824827288,2.1267153342,2.0833564845,2.1900674326,2.0717780586,2.0678983890,2.0475324798
2.9858751412,2.4920104124,1.8672000326,1.5842130016,1.4971430245,1.5154646150,1.5386330321,1.4818194036,1.4609362536,1.4726859207
3.7322500352,3.1683544757,2.8971173941,2.0985935491,1.9692815309,1.8007015638,1.7576283443,1.6360072969,1.5004351264,1.5783381877
3.5102142992,2.8048776728,2.2867602324,2.2331162359,2.0552497567,2.0297734954,1.8305209797,2.0060671734,1.9095292727,2.0154257208
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
2.5339002551,2.0581388436,1.7473296884,1.6700409107,1.7469164902,1.6252757804,1.5564471132,1.5521563630,1.5126290460,1.5396285247
5.9253567996,5.1861500679,4.0417821510,4.1011683844,3.5054420192,3.8587133197,3.8291277159,3.8185593524,3.5774789811,3.3568046659
3.2810464960,4.2653874008,4.0909812376,3.9852561930,3.9765252461,3.8653077199,3.6358818375,4.0448844222,3.5724644995,3.3967638705
5.0032043614,4.0400220638,3.4542656893,2.0627355743,2.7146614419,2.8995728114,2.9566842100,3.0428682843,3.3334732242,3.0656292713
