5.9805278417,5.8183776414,5.9012722250,5.9137846630,5.8939480307,5.8914205557,5.8793017518,5.8963337498,5.8740328650,5.8597955920
5.5189515744,5.7665908975,5.8692884745,5.8723951544,5.8090192838,5.8295719099,5.8186199952,5.8543986737,5.8749887485,5.8596285945
6.5728690494,6.4260552656,6.3236348093,6.2001787860,6.2105689520,6.1793058038,6.1531573262,6.1367966600,6.0908282224,6.0928895128
6.5050833858,6.0357125711,5.8587525313,5.8964819177,5.9031091826,5.8929929236,5.8575443041,5.8742083787,5.8634784938,5.8743384639
5.3264436452,5.6621325261,5.7342270414,5.7649832390,5.7814071148,5.7230752957,5.7454467397,5.7686634060,5.7322438784,5.7622538325
6.2051076811,6.0796699276,6.2009039902,6.1015916175,6.0159567492,5.9857497431,6.0779045131,6.0612083772,6.0269550576,6.0180831229
5.6166099436,5.6267590822,5.5697879221,5.7130718045,5.7670692969,5.6933130616,5.7406237929,5.7673045068,5.7806463549,5.8239179757
6.2286773793,6.0851123436,5.9158865062,5.9873734291,5.9507789878,5.9411537347,5.9383514838,5.9598131493,5.9558245735,5.9512645312
5.5669469016,5.6021667350,5.6293025189,5.7003384522,5.7420017837,5.7435588030,5.7675641804,5.7868030891,5.8542382378,5.8516630323
6.8310903592,6.5051465988,6.3295935983,6.2533320690,6.2300022988,6.1794509448,6.1011901673,6.1243563296,6.1107898883,6.1311511874
6.0835335155,5.9146633435,5.7254612767,5.9863574818,5.9979951914,6.0072012637,5.9952252361,5.9664697282,5.9444246206,5.9853984463
5.8844350570,5.6883313161,5.6771316379,5.7801942571,5.8383465068,5.8353584833,5.8430910532,5.8429201744,5.8509072637,5.8425777431
6.1211759854,6.0760467965,6.0314791613,6.1516547370,6.3103562673,6.2693889730,6.2332841719,6.2050725646,6.1660363124,6.1724191606
5.8312011588,5.8467999004,5.8722756073,6.1558216047,6.2421564931,6.2119564039,6.1780984134,6.1396842701,6.0980845931,6.0845804807
5.9587908545,5.7143148921,5.6494568365,5.7293452890,5.7393574305,5.7226459601,5.8056735643,5.8150097526,5.8215319013,5.8304552108
6.0629924503,5.7111019141,5.8408642956,5.9791043209,5.9241381367,5.8681806199,5.8692357096,5.8464520915,5.8646223409,5.8811670017
5.9575943030,6.0096189635,5.9625718761,5.8811999857,5.7947077709,5.8069552425,5.8805563413,5.9283098533,5.8981354681,5.8896671079
5.7813670311,5.9407842657,5.7587044332,5.9064258866,5.9277934097,5.8852068886,5.8718245716,5.8996043473,5.9317036182,5.9076951110
5.6367127248,5.8307463256,5.9606149167,6.0334736706,6.0532722694,6.0516578713,6.0046083800,6.0104973957,6.0184239372,6.0296430289
5.6961845943,5.9080116958,5.9371911993,5.9142239122,5.9733945828,5.9979859676,6.0441623996,6.0593303964,6.0340206627,6.0336011615
6.1054215470,5.9508662752,5.7284098643,5.8612863315,5.9043324003,5.8610459123,5.9248379338,5.9043116276,5.8521168247,5.7997456988
5.8034501618,5.9418045943,5.8814899602,5.8665881752,5.8578984211,5.8685037411,5.9557047476,5.9403447443,5.9826074564,5.9925163360
6.0037500356,5.8732802189,5.8609883455,5.8374658198,5.8902342551,5.9296741998,5.9257057327,5.9369833095,5.9834260450,5.9973573813
5.4824625134,5.6894167383,5.9555585916,5.9732301581,5.8286155060,5.8043251810,5.8539330603,5.8482588710,5.8458549936,5.8656200760
6.2775993250,6.0230330042,5.9917773180,5.9880126179,6.0491680127,6.0210240951,6.0044172097,5.9723650652,5.9759253666,5.9698073836
5.9621897236,6.1414948421,6.0280315883,5.9610140446,5.8785945713,5.8240229363,5.9404050699,5.9556774777,5.9768056761,5.9714738242
5.3016616579,5.6386045832,5.8510807923,5.9724212150,5.8460485819,5.8140301356,5.8575287986,5.8084319151,5.8111285998,5.8217267538
5.4614136235,5.7828321039,5.8271538694,5.7931253150,5.8925168329,5.8682058532,6.0071001983,5.9871249810,5.9854684700,5.9477396619
6.4135709737,6.5333895389,6.4102697382,6.2991027102,6.2801845181,6.3165804781,6.1424615125,6.1396928549,6.1695924957,6.2123366982
5.9156085522,6.1737457659,6.0686502127,5.9831877009,6.0166426155,5.9540309029,5.8374006413,5.7986918510,5.8280711868,5.8437211010
